Invoice ID,Branch,City,Customer,Gender,Product lin,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross marg,gross inco,Rating
426-39-24,C,Naypyitaw,Normal,Male,Electronic,,7,21.4935,451.3635,1/14/2019,10:02,Cash,429.87,4.761905,21.4935,9.8
875-46-58,B,Mandalay,Member,Male,Health and,,10,12.95,271.95,########,14:51,Ewallet,259,4.761905,12.95,8.7
394-43-42,B,Mandalay,Member,Male,Home and,,5,4.4425,93.2925,2/15/2019,12:42,Credit card,88.85,4.761905,4.4425,
749-24-15,A,Yangon,Normal,Female,Health and,,9,10.3635,217.6335,########,12:02,Ewallet,207.27,4.761905,10.3635,7.9
672-51-86,C,Naypyitaw,Member,Female,Electronic,,9,29.9925,629.8425,########,18:19,Credit card,599.85,4.761905,29.9925,9.7
263-87-56,C,Naypyitaw,Member,Female,Home and lifestyle,,10,14.265,299.565,3/18/2019,17:38,Ewallet,285.3,4.761905,14.265,7.8
573-58-97,B,Mandalay,Normal,Female,Fashion ac,,3,4.5555,95.6655,3/28/2019,13:41,Ewallet,91.11,4.761905,4.5555,5.1
817-69-82,B,Mandalay,Normal,Female,Electronic,,9,44.8785,942.4485,########,19:42,Credit card,897.57,4.761905,44.8785,6.5
888-02-03,A,Yangon,Normal,Male,Electronic,,9,11.8035,247.8735,1/25/2019,20:24,Ewallet,236.07,4.761905,11.8035,5.9
677-11-01,C,Naypyitaw,Normal,Female,Food and b,,9,41.967,881.307,1/16/2019,18:08,Cash,839.34,4.761905,41.967,8.8
142-63-60,B,Mandalay,Normal,Male,Home and,,5,23.09,484.89,3/20/2019,19:17,Ewallet,461.8,4.761905,23.09,4.9
656-16-10,B,Mandalay,Normal,Male,Sports and,,3,6.963,146.223,########,13:24,Credit card,139.26,4.761905,6.963,4.4
891-58-83,B,Mandalay,Member,Female,Sports and,,7,10.3635,217.6335,########,15:53,Cash,207.27,4.761905,10.3635,6.5
802-43-89,A,Yangon,Normal,Male,Home and,,1,0.914,19.194,3/22/2019,15:05,Credit card,18.28,4.761905,0.914,8.3
560-30-56,B,Mandalay,Normal,Female,Sports and,,5,6.1925,130.0425,3/24/2019,18:27,Cash,123.85,4.761905,6.1925,8.5
319-74-25,A,Yangon,Member,Female,Electronic,,3,14.196,298.116,2/21/2019,16:55,Cash,283.92,4.761905,14.196,5.5
549-03-93,B,Mandalay,Normal,Male,Fashion ac,,8,37.948,796.908,########,12:58,Ewallet,758.96,4.761905,37.948,8.7
790-29-11,B,Mandalay,Normal,Female,Food and b,,3,8.601,180.621,########,18:59,Credit card,172.02,4.761905,8.601,7.9
239-36-36,B,Mandalay,Normal,Male,Electronic,,6,13.605,285.705,1/31/2019,13:44,Ewallet,272.1,4.761905,13.605,6.1
468-01-20,B,Mandalay,Normal,Male,Food and b,,7,21.728,456.288,########,13:46,Ewallet,434.56,4.761905,21.728,5.4
389-25-33,C,Naypyitaw,Normal,Male,Electronic,,5,2.9525,62.0025,2/17/2019,18:06,Cash,59.05,4.761905,2.9525,9.4
279-62-14,C,Naypyitaw,Member,Female,Fashion ac,,1,0.627,13.167,2/21/2019,12:38,Cash,12.54,4.761905,0.627,8.2
213-72-66,A,Yangon,Normal,Male,Food and b,,2,4.325,90.825,3/20/2019,15:56,Cash,86.5,4.761905,4.325,6.2
746-68-65,C,Naypyitaw,Member,Female,Sports and,,2,8.716,183.036,########,14:29,Credit card,174.32,4.761905,8.716,9.7
836-82-58,B,Mandalay,Member,Male,Health and,,9,31.2165,655.5465,1/26/2019,19:14,Ewallet,624.33,4.761905,31.2165,4
583-72-14,C,Naypyitaw,Member,Male,Electronic,,4,7.412,155.652,1/31/2019,16:24,Ewallet,148.24,4.761905,7.412,9.7
466-61-55,B,Mandalay,Member,Female,Electronic,,6,27.21,571.41,2/26/2019,10:52,Cash,544.2,4.761905,27.21,5.3
721-86-62,A,Yangon,Normal,Female,Home and,,8,25.368,532.728,########,12:55,Ewallet,507.36,4.761905,25.368,7.4
289-65-57,B,Mandalay,Normal,Female,Fashion ac,,2,8.137,170.877,1/26/2019,19:28,Cash,162.74,4.761905,8.137,6.5
545-46-31,B,Mandalay,Member,Female,Electronic,,3,1.5885,33.3585,########,13:52,Credit card,31.77,4.761905,1.5885,8.7
418-02-59,B,Mandalay,Normal,Female,Health and,,9,37.8405,794.6505,########,10:54,Cash,756.81,4.761905,37.8405,8
269-04-57,B,Mandalay,Member,Male,Fashion ac,,4,14.764,310.044,2/21/2019,18:31,Cash,295.28,4.761905,14.764,6.7
157-13-52,A,Yangon,Member,Male,Health and,,10,25.97,545.37,########,18:24,Ewallet,519.4,4.761905,25.97,6.5
645-78-80,A,Yangon,Normal,Female,Sports and,,2,9.314,195.594,1/20/2019,18:09,Ewallet,186.28,4.761905,9.314,4.1
211-30-92,C,,Normal,Male,Health and,,5,4.3525,91.4025,1/28/2019,15:16,Credit card,87.05,4.761905,4.3525,4.9
755-12-32,C,Naypyitaw,Member,Female,Fashion ac,,5,11.055,232.155,########,17:07,Credit card,221.1,4.761905,11.055,8.6
346-84-31,B,Mandalay,Member,Female,Electronic,,5,3.305,69.405,########,19:26,Cash,66.1,4.761905,3.305,4.3
478-06-78,A,Yangon,Normal,Male,Fashion ac,,1,4.4845,94.1745,########,11:20,Ewallet,89.69,4.761905,4.4845,4.9
540-11-43,A,Yangon,Normal,Male,Food and b,,9,11.223,235.683,########,16:49,Credit card,224.46,4.761905,11.223,5.6
448-81-50,A,Yangon,Normal,Male,Health and,,2,5.977,125.517,########,12:01,Credit card,119.54,4.761905,5.977,5.8
142-72-47,C,Naypyitaw,Member,Male,Fashion ac,,2,9.32,195.72,2/28/2019,18:37,Credit card,186.4,4.761905,9.32,6
217-58-11,A,Yangon,Member,Male,Home and,,4,12.53,263.13,########,11:25,Cash,250.6,4.761905,12.53,4.2
376-02-82,B,Mandalay,Normal,Male,Home and,,8,37.548,788.508,########,18:42,Credit card,750.96,4.761905,37.548,8.3
530-90-98,A,Yangon,Member,Male,Home and,,8,19.036,399.756,########,14:47,Cash,380.72,4.761905,19.036,5.7
866-05-75,B,Mandalay,Member,Female,Electronic,,3,12.21,256.41,########,19:43,Cash,244.2,4.761905,12.21,4.8
604-70-64,A,Yangon,Member,Male,Fashion ac,,5,4.485,94.185,1/23/2019,14:04,Ewallet,89.7,4.761905,4.485,6.8
799-71-15,A,Yangon,Member,Male,Electronic,,4,15.544,326.424,########,16:11,Credit card,310.88,4.761905,15.544,8.8
785-13-77,B,Mandalay,Normal,Male,Food and b,,7,25.571,536.991,1/14/2019,19:06,Credit card,511.42,4.761905,25.571,4.2
845-51-05,B,Mandalay,Member,Male,Food and b,,9,20.9475,439.8975,########,15:34,Ewallet,418.95,4.761905,20.9475,6.4
662-47-54,C,Naypyitaw,Member,Male,Fashion ac,,10,17.595,369.495,3/17/2019,19:06,Credit card,351.9,4.761905,17.595,8.4
883-17-42,C,Naypyitaw,Normal,Female,Sports and,,2,1.439,30.219,########,19:44,Credit card,28.78,4.761905,1.439,7.2
290-68-29,A,Yangon,Normal,Male,Home and,,4,4.75,99.75,3/16/2019,11:22,Cash,95,4.761905,4.75,5.2
704-11-63,A,Yangon,Member,Male,Home and,,8,23.56,494.76,########,11:23,Cash,471.2,4.761905,23.56,8.9
110-48-70,B,Mandalay,Member,Male,Fashion ac,,4,6.524,137.004,1/29/2019,14:12,Cash,130.48,4.761905,6.524,9
366-93-09,A,Yangon,Member,Male,Electronic,,1,3.3175,69.6675,1/31/2019,10:46,Credit card,66.35,4.761905,3.3175,9.7
729-09-96,A,Yangon,Member,Male,Home and,,6,7.773,163.233,########,10:16,Ewallet,155.46,4.761905,7.773,8.7
151-16-14,A,Yangon,Member,Male,Electronic,,4,6.45,135.45,2/13/2019,12:38,Ewallet,129,4.761905,6.45,6.5
380-94-46,C,Naypyitaw,Member,Male,Electronic,,4,13.188,276.948,########,13:05,Credit card,263.76,4.761905,13.188,6.9
850-41-96,A,Yangon,Normal,Female,Electronic,,9,33.777,709.317,3/19/2019,13:25,Ewallet,675.54,4.761905,33.777,6.2
821-07-35,C,Naypyitaw,Normal,Female,Fashion ac,,4,3.29,69.09,########,14:53,Ewallet,65.8,4.761905,3.29,5.6
655-85-51,B,Mandalay,Member,Female,Fashion ac,,4,7.66,160.86,3/13/2019,19:22,Cash,153.2,4.761905,7.66,5.7
447-15-78,A,Yangon,Member,Female,Sports and,,10,11.12,233.52,########,11:00,Cash,222.4,4.761905,11.12,4.2
154-74-71,B,Mandalay,Normal,Male,Sports and,,1,2.7225,57.1725,2/26/2019,19:24,Ewallet,54.45,4.761905,2.7225,7.9
253-12-60,A,Yangon,Member,Female,Sports and,,7,34.44,723.24,########,12:43,Credit card,688.8,4.761905,34.44,8.7
808-65-07,C,Naypyitaw,Normal,Male,Home and,,4,7.094,148.974,3/14/2019,17:22,Credit card,141.88,4.761905,7.094,6.9
571-94-07,B,Mandalay,Member,Female,Food and b,,10,37.3,783.3,########,20:55,Cash,746,4.761905,37.3,9.5
144-51-60,A,Yangon,Member,Male,Home and,,4,14.148,297.108,,16:05,Credit card,282.96,4.761905,14.148,4.4
731-14-21,A,Yangon,Member,Female,Home and,,10,17.77,373.17,########,13:34,Ewallet,355.4,4.761905,17.77,7
783-09-16,B,Mandalay,Normal,Female,Sports and,,5,16.8575,354.0075,########,18:13,Ewallet,337.15,4.761905,16.8575,6.3
687-15-10,C,Naypyitaw,Member,Female,Health and,,2,2.112,44.352,########,19:17,Cash,42.24,4.761905,2.112,9.7
126-54-10,A,Yangon,Member,Female,Home and,,9,9.693,203.553,########,11:44,Credit card,193.86,4.761905,9.693,8.8
633-91-10,A,Yangon,Normal,Female,Home and,,2,1.203,25.263,1/27/2019,15:51,Cash,24.06,4.761905,1.203,5.1
477-24-64,B,Mandalay,Normal,Female,Health and,,6,29.913,628.173,2/26/2019,16:52,Ewallet,598.26,4.761905,29.913,7.9
566-19-54,B,Mandalay,Normal,Male,Fashion ac,,7,16.7895,352.5795,########,20:52,Cash,335.79,4.761905,16.7895,6.2
526-86-85,C,Naypyitaw,Member,Female,Home and,,10,10.91,229.11,########,17:36,Cash,218.2,4.761905,10.91,7.1
376-56-35,C,Naypyitaw,Normal,Female,Fashion ac,,4,19.084,400.764,########,13:23,Ewallet,381.68,4.761905,19.084,6.4
537-72-04,C,Naypyitaw,Member,Male,Fashion ac,,10,35.495,745.395,3/20/2019,16:28,Cash,709.9,4.761905,35.495,5.7
828-61-56,A,Yangon,Member,Male,Sports and,,10,22.01,462.21,3/20/2019,19:57,Credit card,440.2,4.761905,22.01,9.6
136-08-61,A,Yangon,Normal,Female,Home and,,8,27.984,587.664,2/15/2019,17:01,Credit card,559.68,4.761905,27.984,6.4
523-38-02,C,Naypyitaw,Normal,Male,Home and,,1,1.85,38.85,########,13:29,Credit card,37,4.761905,1.85,7.9
490-29-12,A,Yangon,Normal,Female,Sports and,,1,0.767,16.107,########,11:09,Cash,15.34,4.761905,0.767,6.5
667-92-00,A,Yangon,Member,Male,Health and,,6,29.949,628.929,########,15:02,Ewallet,598.98,4.761905,29.949,8.5
565-17-38,A,Yangon,Member,Female,Health and,,4,9.534,200.214,########,14:21,Cash,190.68,4.761905,9.534,9.1
498-41-19,B,Mandalay,Normal,Male,Health and,,5,16.67,350.07,2/20/2019,18:01,Cash,333.4,4.761905,16.67,7.6
593-95-44,C,Naypyitaw,Member,Male,Home and,,1,3.743,78.603,3/24/2019,14:49,Cash,74.86,4.761905,3.743,6.9
226-71-35,C,Naypyitaw,Normal,Female,Sports and,,9,10.6875,224.4375,1/31/2019,12:02,Cash,213.75,4.761905,10.6875,9.5
283-79-95,B,Mandalay,Normal,Female,Food and b,,7,16.9785,356.5485,1/25/2019,13:30,Credit card,339.57,4.761905,16.9785,5.2
430-60-34,A,Yangon,Member,Female,Home and,,7,33.208,697.368,########,14:38,Cash,664.16,4.761905,33.208,4.2
139-20-01,B,Mandalay,Member,Male,Electronic,,10,20.15,423.15,1/24/2019,17:37,Credit card,403,4.761905,20.15,7
558-80-40,C,Naypyitaw,Normal,Male,Electronic,,7,9.7475,204.6975,3/14/2019,17:20,Ewallet,194.95,4.761905,9.7475,6
278-97-77,A,Yangon,Member,Female,Electronic,,1,3.124,65.604,2/18/2019,20:29,Cash,62.48,4.761905,3.124,4.7
316-68-63,A,Yangon,Member,Female,Food and b,,2,3.636,76.356,1/21/2019,10:00,Cash,72.72,4.761905,3.636,7.1
585-03-59,B,Mandalay,Normal,Male,Health and,,10,9.055,190.155,3/13/2019,11:46,Ewallet,181.1,4.761905,9.055,5.9
211-05-04,C,Naypyitaw,Member,Female,Electronic,,5,12.98,272.58,########,13:42,Cash,259.6,4.761905,12.98,7.5
727-75-64,C,Naypyitaw,Normal,Male,Electronic,,4,5.768,121.128,3/29/2019,14:44,Cash,115.36,4.761905,5.768,6.4
744-02-59,A,Yangon,Member,Male,Home and,,6,23.514,493.794,########,14:16,Ewallet,470.28,4.761905,23.514,5.8
307-83-91,A,Yangon,Member,Male,Home and,,4,12.002,252.042,1/25/2019,15:54,Cash,240.04,4.761905,12.002,4.5
779-06-00,C,Naypyitaw,Member,Female,Home and,,1,4.4305,93.0405,1/19/2019,10:21,Cash,88.61,4.761905,4.4305,7.7
446-47-67,C,Naypyitaw,Normal,Male,Fashion ac,,2,9.982,209.622,########,18:09,Credit card,199.64,,9.982,6.7
573-10-38,B,Mandalay,Member,Male,Health and,,1,1.9505,40.9605,########,16:46,Credit card,39.01,4.761905,1.9505,4.7
735-06-41,C,Naypyitaw,Normal,Male,Food and b,,1,2.4305,51.0405,2/25/2019,15:31,Cash,48.61,4.761905,2.4305,4.4
439-54-74,A,Yangon,Normal,Female,Electronic,,4,10.238,214.998,3/18/2019,17:15,Credit card,204.76,4.761905,10.238,4.7
396-90-22,B,Mandalay,Normal,Female,Electronic,,8,5.984,125.664,2/23/2019,12:29,Cash,119.68,4.761905,5.984,8.6
411-77-01,A,Yangon,Member,Male,Electronic,,7,25.27,530.67,3/26/2019,20:14,Ewallet,505.4,4.761905,25.27,4.3
286-01-54,A,Yangon,Normal,Female,Sports and,,7,14.0805,295.6905,3/30/2019,13:22,Cash,281.61,4.761905,14.0805,9.6
803-17-80,A,Yangon,Member,Female,Home and,,8,35.516,745.836,2/17/2019,17:09,Cash,710.32,4.761905,35.516,4.1
512-98-14,A,Yangon,Member,Female,Electronic,,3,3.972,83.412,3/21/2019,10:40,Ewallet,79.44,4.761905,3.972,4.7
848-42-25,A,Yangon,Normal,Female,Fashion ac,,2,8.191,172.011,########,17:43,Cash,163.82,4.761905,8.191,7.8
532-59-72,B,Mandalay,Member,Male,Sports and,,6,23.979,503.559,1/31/2019,14:04,Cash,479.58,4.761905,23.979,5.5
181-94-64,C,Naypyitaw,Member,Male,Fashion ac,,2,6.933,145.593,########,19:05,Ewallet,138.66,4.761905,6.933,9.7
870-76-17,A,Yangon,Member,Female,Food and b,,5,3.5575,74.7075,########,10:08,Credit card,71.15,4.761905,3.5575,4.4
423-64-46,A,Yangon,Member,Female,Health and,,9,6.9975,146.9475,########,13:12,Cash,139.95,4.761905,6.9975,5
227-07-44,C,Naypyitaw,Member,Female,Electronic,,10,39.065,820.365,########,20:51,Cash,781.3,4.761905,39.065,4.4
174-36-36,C,Naypyitaw,Member,Male,Food and b,,2,9.937,208.677,2/14/2019,17:29,Cash,198.74,4.761905,9.937,5.2
428-83-58,C,Naypyitaw,Member,Female,Food and b,,3,3.162,66.402,########,10:25,Cash,63.24,4.761905,3.162,7.3
603-07-09,C,Naypyitaw,Member,Male,Electronic,,5,18.6975,392.6475,########,11:34,Cash,373.95,4.761905,18.6975,4.9
704-20-41,C,Naypyitaw,Member,Female,Health and,,7,10.3845,218.0745,########,18:58,Credit card,207.69,4.761905,10.3845,8.1
787-15-17,C,Naypyitaw,Member,Male,Health and,,4,8.814,185.094,2/18/2019,16:28,Ewallet,176.28,4.761905,8.814,8.4
649-11-36,C,Naypyitaw,Normal,Female,Food and b,,9,10.3185,216.6885,2/26/2019,20:26,Cash,206.37,4.761905,10.3185,5.5
622-20-19,C,Naypyitaw,Normal,Female,Health and,,1,1.971,41.391,1/18/2019,15:08,Cash,39.42,4.761905,1.971,8.4
372-94-80,A,Yangon,Normal,Male,Health and,,6,4.578,96.138,2/15/2019,18:03,Ewallet,91.56,4.761905,4.578,9.8
563-91-71,A,Yangon,Normal,Female,Fashion ac,,5,15.4425,324.2925,########,13:21,Cash,308.85,4.761905,15.4425,6.7
746-54-55,A,Yangon,Normal,Male,Home and,,6,6.456,135.576,1/17/2019,12:48,Credit card,129.12,4.761905,6.456,9.4
276-54-08,B,Mandalay,Normal,Male,Sports and,,4,19.548,410.508,########,19:53,Ewallet,390.96,4.761905,19.548,6.4
815-11-11,A,Yangon,Member,Male,Food and b,,5,24.945,523.845,########,19:09,Cash,498.9,4.761905,24.945,5.4
719-76-38,C,Naypyitaw,Member,Male,Food and b,,4,18.852,395.892,########,16:30,Cash,377.04,4.761905,18.852,8.6
730-61-87,B,Mandalay,Member,Male,Health and,,4,10.226,214.746,1/25/2019,10:11,Credit card,204.52,4.761905,10.226,4
340-66-03,A,Yangon,Member,Male,Electronic,,4,7.272,152.712,3/25/2019,13:07,Cash,145.44,4.761905,7.272,7.6
868-81-17,B,Mandalay,Normal,Male,Home and,,9,9.909,208.089,########,18:48,Cash,198.18,4.761905,9.909,6.8
634-97-89,A,Yangon,Normal,Male,Food and b,,3,4.935,103.635,2/17/2019,17:27,Credit card,98.7,4.761905,4.935,9.1
566-71-10,A,Yangon,Normal,Male,Fashion ac,,5,19.255,404.355,########,15:59,Cash,385.1,4.761905,19.255,5.5
442-48-36,A,Yangon,Member,Male,Food and b,,2,2.348,49.308,3/14/2019,11:21,Credit card,46.96,4.761905,2.348,7.9
835-16-00,C,Naypyitaw,Member,Male,Sports and,,5,3.675,77.175,3/24/2019,13:48,Ewallet,73.5,4.761905,3.675,8.5
527-09-62,A,Yangon,Member,Female,Electronic,,5,7.1125,149.3625,3/21/2019,10:17,Credit card,142.25,4.761905,7.1125,9.1
898-04-27,A,Yangon,Normal,Male,Fashion ac,,9,34.38,721.98,3/19/2019,15:49,Ewallet,687.6,4.761905,34.38,7.5
692-27-89,B,Mandalay,Normal,Female,Sports and,,6,17.385,365.085,2/24/2019,13:02,Cash,347.7,4.761905,17.385,5.2
633-09-34,C,Naypyitaw,Normal,Female,Electronic,,3,7.1475,150.0975,3/28/2019,12:58,Credit card,142.95,4.761905,7.1475,9.5
374-17-36,B,Mandalay,Member,Female,Food and b,,9,19.269,404.649,########,15:26,Credit card,385.38,4.761905,19.269,8.9
378-07-70,B,Mandalay,Member,Male,Electronic,,3,7.2135,151.4835,########,18:23,Credit card,144.27,4.761905,7.2135,7.8
433-75-69,B,Mandalay,Member,Female,Health and,,7,19.5895,411.3795,########,19:06,Ewallet,391.79,4.761905,19.5895,8.9
873-95-49,B,Mandalay,Member,Female,Health and,,7,26.915,565.215,2/15/2019,20:21,Cash,538.3,4.761905,26.915,7.7
416-13-59,C,Naypyitaw,Normal,Female,Food and b,,5,24.2575,509.4075,1/30/2019,16:24,Ewallet,485.15,4.761905,24.2575,9.3
150-89-80,A,Yangon,Normal,Male,Sports and,,3,6.6975,140.6475,2/14/2019,15:04,Cash,133.95,4.761905,6.6975,6.2
135-84-80,A,Yangon,Normal,Female,Fashion ac,,9,35.0685,736.4385,2/27/2019,16:10,Ewallet,701.37,4.761905,35.0685,7.6
441-94-71,A,Yangon,Member,Male,Electronic,,1,3.5975,75.5475,########,12:14,Cash,71.95,4.761905,3.5975,7.3
725-96-37,C,Naypyitaw,Member,Female,Home and,,8,35.7,749.7,1/20/2019,10:13,Cash,714,4.761905,35.7,4.7
531-80-17,A,Yangon,Normal,Male,Electronic,,7,9.107,191.247,3/28/2019,17:38,Cash,182.14,4.761905,9.107,5.1
400-45-12,B,Mandalay,Normal,Female,Health and beauty,,,6.75,141.75,2/27/2019,11:06,Credit card,135,4.761905,6.75,4.8
860-79-08,C,Naypyitaw,Member,Female,Fashion ac,,10,49.65,1042.65,2/15/2019,14:53,Credit card,993,4.761905,49.65,6.6
834-61-81,A,Yangon,Normal,Male,Electronic,,7,18.0915,379.9215,1/26/2019,18:22,Cash,361.83,4.761905,18.0915,5.5
115-99-43,B,Mandalay,Member,Female,Fashion ac,,7,19.1555,402.2655,3/14/2019,19:02,Credit card,383.11,4.761905,19.1555,8.5
565-67-66,B,Mandalay,Member,Male,Home and,,9,12.15,255.15,########,14:16,Cash,243,4.761905,12.15,4.8
320-49-63,C,Naypyitaw,Normal,Female,Electronic,,1,1.512,31.752,########,15:44,Cash,30.24,4.761905,1.512,8.4
889-04-97,B,Mandalay,Member,Female,Food and b,,4,17.828,374.388,########,12:20,Credit card,356.56,4.761905,17.828,7.8
632-90-02,C,Naypyitaw,Normal,Female,Fashion ac,,10,18.775,394.275,########,20:01,Credit card,375.5,4.761905,18.775,9.3
554-42-24,C,Naypyitaw,Normal,Female,Sports and,,10,47.72,1002.12,########,13:45,Cash,954.4,4.761905,47.72,5.2
453-63-61,B,Mandalay,Normal,Male,Electronic,,3,4.125,86.625,########,15:40,Ewallet,82.5,4.761905,4.125,6.5
578-80-76,B,Mandalay,Normal,Male,Sports and,,1,3.7485,78.7185,3/16/2019,16:58,Cash,74.97,4.761905,3.7485,5.6
612-36-55,A,Yangon,Member,Male,Food and b,,8,32.384,680.064,2/17/2019,11:12,Credit card,647.68,4.761905,32.384,7.4
605-72-41,C,Naypyitaw,Normal,Female,Food and b,,8,37.788,793.548,2/27/2019,15:12,Cash,755.76,4.761905,37.788,9.1
471-41-28,C,Naypyitaw,Normal,Male,Food and b,,2,9.979,209.559,########,20:37,Ewallet,199.58,4.761905,9.979,8
462-67-91,A,Yangon,Normal,Male,Home and,,6,21.966,461.286,1/21/2019,17:44,Cash,439.32,4.761905,21.966,7.2
272-27-92,C,Naypyitaw,Normal,Female,Food and b,,4,8.248,173.208,2/19/2019,16:23,Cash,164.96,4.761905,8.248,7.1
834-25-92,C,Naypyitaw,Normal,Female,Fashion ac,,4,16.336,343.056,########,12:12,Cash,326.72,4.761905,16.336,9.1
122-61-95,C,Naypyitaw,Normal,Female,Electronic,,9,23.094,484.974,3/14/2019,19:33,Cash,461.88,4.761905,23.094,5.6
468-88-00,A,Yangon,Member,Male,Home and,,4,13.188,276.948,3/24/2019,10:29,Cash,263.76,4.761905,13.188,6
613-59-97,C,Naypyitaw,Normal,Female,Sports and,,10,7.18,150.78,1/27/2019,14:28,Cash,143.6,4.761905,7.18,5.4
254-31-00,A,Yangon,Member,Male,Electronic,,9,9.675,203.175,########,12:46,Credit card,193.5,4.761905,9.675,7.8
201-86-21,B,Mandalay,Member,Female,Electronic,,7,9.191,193.011,########,19:40,Cash,183.82,4.761905,9.191,9.9
261-12-86,B,Mandalay,Normal,Female,Fashion ac,,2,6.096,128.016,1/25/2019,19:39,Credit card,121.92,4.761905,6.096,4.9
730-70-98,C,Naypyitaw,Normal,Female,Home and,,6,21.033,441.693,3/14/2019,17:54,Ewallet,420.66,4.761905,21.033,5.2
382-25-89,C,Naypyitaw,Normal,Male,Fashion ac,,6,12.624,265.104,1/29/2019,12:25,Cash,252.48,4.761905,12.624,8.9
422-29-87,A,Yangon,Normal,Female,Home and,,5,16.7725,352.2225,########,16:47,Credit card,335.45,4.761905,16.7725,9.1
667-23-59,A,Yangon,Member,Female,Fashion ac,,5,24.175,507.675,1/14/2019,12:52,Ewallet,483.5,4.761905,24.175,7
843-01-47,B,Mandalay,Member,Female,Home and,,9,15.921,334.341,########,19:50,Credit card,318.42,4.761905,15.921,9.6
743-88-16,C,Naypyitaw,Normal,Male,Sports and,,7,33.4215,701.8515,2/22/2019,18:17,Ewallet,668.43,4.761905,33.4215,8.7
595-86-28,C,Naypyitaw,Member,Male,Fashion ac,,4,19.396,407.316,########,17:20,Ewallet,387.92,4.761905,19.396,9.4
182-69-83,B,Mandalay,Normal,Female,Electronic,,4,4.73,99.33,1/30/2019,13:32,Credit card,94.6,4.761905,4.73,4
289-15-70,A,Yangon,Member,Male,Sports and,,4,16.466,345.786,########,10:37,Credit card,329.32,4.761905,16.466,7.5
462-78-52,C,Naypyitaw,Normal,Female,Electronic,,2,2.661,55.881,3/19/2019,14:35,Cash,53.22,4.761905,2.661,4.2
868-52-75,B,Mandalay,Normal,Female,Food and b,,5,24.9225,523.3725,1/14/2019,12:09,Cash,498.45,4.761905,24.9225,9.9
153-58-48,C,Naypyitaw,Member,Female,Food and b,,4,14.978,314.538,########,15:32,Ewallet,299.56,4.761905,14.978,4.2
662-72-28,A,Yangon,Normal,Female,Food and b,,5,10.235,214.935,########,13:58,Ewallet,204.7,4.761905,10.235,9.9
525-88-73,B,Mandalay,Member,Male,Sports and,,1,3.791,79.611,1/31/2019,13:19,Cash,75.82,4.761905,3.791,5.8
689-16-97,C,Naypyitaw,Normal,Male,Food and b,,6,14.031,294.651,########,13:37,Cash,280.62,4.761905,14.031,6
725-56-08,A,Yangon,Normal,Female,Health and,,10,16.16,,2/20/2019,16:49,Credit card,323.2,4.761905,16.16,10
394-41-07,C,Naypyitaw,Member,Female,Fashion ac,,9,24.3315,510.9615,1/27/2019,14:55,Ewallet,486.63,4.761905,24.3315,9.5
596-42-39,B,Mandalay,Normal,Male,Food and b,,7,6.377,133.917,########,14:04,Credit card,127.54,4.761905,6.377,6.6
541-89-98,C,Naypyitaw,Member,Female,Fashion ac,,3,12.072,253.512,2/15/2019,12:31,Cash,241.44,4.761905,12.072,8.1
173-82-95,B,Mandalay,Normal,Female,Fashion ac,,10,18.975,398.475,1/26/2019,14:51,Cash,379.5,4.761905,18.975,9.7
563-36-98,A,Yangon,Member,Male,Electronic,,1,3.841,80.661,2/13/2019,18:27,Ewallet,76.82,4.761905,3.841,7.2
308-47-49,A,Yangon,Member,Female,Sports and,,10,26.13,548.73,########,12:45,Credit card,522.6,4.761905,26.13,6.2
885-17-62,A,Yangon,Normal,Female,Health and,,1,3.987,83.727,########,10:36,Ewallet,79.74,4.761905,3.987,7.3
726-27-23,A,Yangon,Normal,Female,Health and,,5,19.375,406.875,1/24/2019,20:36,Ewallet,387.5,4.761905,19.375,4.3
316-01-39,A,Yangon,Normal,Female,Food and b,,5,13.5675,284.9175,3/13/2019,14:16,Ewallet,271.35,4.761905,13.5675,4.6
760-54-18,B,Mandalay,Normal,Male,Home and,,9,6.1155,128.4255,3/15/2019,10:26,Cash,122.31,4.761905,6.1155,5.8
793-10-32,B,Mandalay,Member,Female,Health and,,6,12.318,258.678,########,13:30,Credit card,246.36,4.761905,12.318,8.3
346-12-32,B,Mandalay,Member,Male,Electronic,,9,8.658,181.818,########,16:28,Cash,173.16,4.761905,8.658,8
110-05-63,C,Naypyitaw,Normal,Female,Food and b,,6,11.829,248.409,3/25/2019,20:18,Credit card,236.58,4.761905,11.829,9.4
651-61-08,C,Naypyitaw,Normal,Male,Home and,,4,9.244,194.124,########,20:04,Credit card,184.88,4.761905,9.244,6.2
236-86-30,C,Naypyitaw,Member,Male,Home and,,1,0.699,14.679,########,13:38,Ewallet,13.98,4.761905,0.699,9.8
831-64-02,B,Mandalay,Normal,Female,Fashion ac,,5,9.9375,208.6875,2/22/2019,10:43,Ewallet,198.75,4.761905,9.9375,9.6
587-03-74,C,Naypyitaw,Member,Female,Fashion ac,,7,34.2265,718.7565,2/16/2019,17:30,Ewallet,684.53,4.761905,34.2265,4.9
882-40-45,A,Yangon,Member,Male,Sports and,,4,13.452,282.492,1/19/2019,15:28,Credit card,269.04,4.761905,13.452,8
732-67-53,A,Yangon,Normal,Male,Food and b,,5,3.4475,72.3975,########,19:07,Credit card,68.95,4.761905,3.4475,7.8
